;pred;obs;;pred;;obs
2440;0,600471079;0,514020561;;306228,6744;;264300,0001
1445;0,355951846;0,514639115;;187636,357;;264600,0001
135;0,381348044;0,5148453;;199953,5639;;264700,0002
1451;0,458199441;0,5148453;;237226,6455;;264700,0002
3077;0,510247231;0,5148453;;262469,9273;;264700,0002
2917;0,519195557;0,515463854;;266809,8834;;265000,0001
2426;0,451773345;0,515670038;;234109,9761;;265099,9998
1082;0,497650385;0,515876223;;256360,432;;265199,9999
561;0,611611187;0,516288593;;311631,6491;;265400,0002
2577;0,563953638;0,516907147;;288517,6424;;265700,0001
1949;0,557576895;0,517113331;;285424,9091;;265799,9998
1381;0,513094425;0,517525701;;263850,8224;;266000
1662;0,482363015;0,518144255;;248946,0272;;266300
2909;0,612775922;0,518144255;;312196,5476;;266300
60;0,524975479;0,518968994;;269613,1571;;266700
1312;0,619781196;0,518968994;;315594,1197;;266700
1485;0,684690237;0,518968994;;347075,1343;;266700
2290;0,453213036;0,518968994;;234808,2289;;266700
2420;0,621183336;0,518968994;;316274,1602;;266700
2729;0,585836172;0,519381363;;299130,7151;;266899,9998
1736;0,660203815;0,519587548;;335199,1704;;267000
1897;0,628407538;0,519587548;;319777,9127;;267000
2166;0,509234548;0,519587548;;261978,7741;;267000
1426;0,584738731;0,519793733;;298598,4542;;267100,0001
2230;0,571547806;0,519793733;;292200,8291;;267100,0001
2281;0,514766812;0,519793733;;264661,9335;;267100,0001
2458;0,531821549;0,519999918;;272933,5149;;267200,0002
1828;0,64556694;0,520412287;;328100,2572;;267400
847;0,575363696;0,520618472;;294051,5431;;267500,0002
2594;0,51720202;0,521237026;;265843,014;;267800,0001
3;0,507206321;0,521649395;;260995,08;;267999,9999
1963;0,360080868;0,521649395;;189638,9411;;267999,9999
1782;0,651806295;0,52185558;;331126,3566;;268100
1073;0,718912244;0,522061765;;363672,8761;;268200,0001
1931;0,554302514;0,522061765;;283836,8277;;268200,0001
1787;0,636918604;0,522680319;;323905,797;;268500,0001
1137;0,586236358;0,523298873;;299324,806;;268800
3190;0,304728746;0,523298873;;162793,0515;;268800
691;0,818822026;0,523711242;;412129,3204;;268999,9998
212;0,575674593;0,523917427;;294202,3292;;269099,9999
626;0,517155111;0,524123612;;265820,2631;;269200,0001
3004;0,531565726;0,524329797;;272809,4401;;269300,0002
1385;0,643432319;0,524742166;;327064,9617;;269500
2224;0,573692381;0,524742166;;293240,9524;;269500
1975;0,615019202;0,524948351;;313284,5431;;269600,0001
1990;0,640313387;0,52536072;;325552,2733;;269799,9999
43;0,288547158;0,52577309;;154944,9488;;270000,0002
1994;0,576779544;0,525979274;;294738,2326;;270099,9998
339;0,637478054;0,526804013;;324177,1309;;270499,9999
2848;0,67002368;0,527010198;;339961,8247;;270600,0001
336;0,636074662;0,527216383;;323496,4833;;270700,0002
3133;0,676246166;0,527628752;;342979,7431;;270900
1167;0,509613633;0,528041121;;262162,6313;;271099,9998
1633;0,593480647;0,528041121;;302838,3006;;271099,9998
2908;0,453356981;0,528041121;;234878,0426;;271099,9998
1116;0,451164484;0,528247306;;233814,6771;;271199,9999
1757;0,560099959;0,528247306;;286648,6005;;271199,9999
784;0,649180412;0,528453491;;329852,7983;;271300
1062;0,38828069;0,52886586;;203315,9111;;271499,9998
1907;0,48082909;0,529072045;;248202,0702;;271600
2379;0,68347156;0,530309153;;346484,0738;;272199,9998
1087;0,506793201;0,530515338;;260794,7161;;272300
2050;0,677589238;0,530721523;;343631,1355;;272400,0001
3383;0,571529746;0,530721523;;292192,0699;;272400,0001
3359;0,618310034;0,531133892;;314880,6032;;272599,9999
373;0,71600765;0,531340077;;362264,1422;;272700
2651;0,647625804;0,532164816;;329098,8102;;273100,0001
1849;0,572173119;0,532577185;;292504,1069;;273299,9999
2987;0,592087686;0,53278337;;302162,7119;;273400
443;0,570549369;0,532989555;;291716,585;;273500,0002
517;0,596272409;0,533401924;;304192,3109;;273699,9999
830;0,626719594;0,533401924;;318959,2565;;273699,9999
2822;0,484120935;0,533814294;;249798,6218;;273900,0002
572;0,488944679;0,534432848;;252138,1474;;274200,0001
1139;0,756084323;0,535051402;;381701,4088;;274500,0001
2060;0,541811585;0,535257587;;277778,7026;;274600,0002
3193;0,645381629;0,535257587;;328010,3811;;274600,0002
623;0,558083475;0,536082325;;285670,6014;;274999,9998
667;0,607849002;0,536082325;;309806,9816;;274999,9998
732;0,730700791;0,536082325;;369390,345;;274999,9998
862;0,697436988;0,536082325;;353257,3342;;274999,9998
966;0,401502728;0,536082325;;209728,6263;;274999,9998
1321;0,650318742;0,536082325;;330404,8904;;274999,9998
2122;0,355279207;0,536082325;;187310,1261;;274999,9998
2403;0,488673121;0,536082325;;252006,4409;;274999,9998
2849;0,148875177;0,536082325;;87203,75855;;274999,9998
2999;0,798318923;0,536082325;;402185,2741;;274999,9998
3245;0,924956977;0,536082325;;463604,9839;;274999,9998
3186;0,555511534;0,537525618;;284423,2051;;275699,9998
2650;0,506524324;0,537731803;;260664,3104;;275799,9999
2770;0,56434983;0,538350357;;288709,7963;;276099,9998
3082;0,537201047;0,538350357;;275542,5822;;276099,9998
2081;0,566372395;0,538762727;;289690,7441;;276300,0001
2576;0,650669336;0,539175096;;330574,9295;;276499,9999
2790;0,372885585;0,539175096;;195849,2544;;276499,9999
3288;0,619132519;0,539381281;;315279,5099;;276600
2240;0,294850171;0,540824574;;158001,9224;;277300
97;0,764572382;0,541649313;;385818,1344;;277700,0001
809;0,646186948;0,541649313;;328400,9621;;277700,0001
1506;0,758247852;0,543092606;;382750,7249;;278400,0001
2017;0,675450563;0,543298791;;342593,8742;;278500,0002
3313;0,55754149;0,543298791;;285407,7375;;278500,0002
1473;0,629954576;0,543917345;;320528,2295;;278800,0002
3279;0,541978002;0,544535899;;277859,4147;;279100,0001
2644;0,588019371;0,545154453;;300189,571;;279400
1331;0,657262206;0,545566822;;333772,4845;;279599,9998
1216;0,608200729;0,545979192;;309977,5699;;279800,0001
2392;0,527346373;0,546185377;;270763,0454;;279900,0002
2483;0,505480886;0,546391561;;260158,2404;;279999,9999
2990;0,587242365;0,5472163;;299812,7215;;280399,9999
1640;0,492140949;0,547422485;;253688,3444;;280500,0001
319;0,508916974;0,548041039;;261824,7503;;280800
1592;0,662295461;0,548247224;;336213,623;;280900,0001
225;0,99490571;0,548453408;;497530,2593;;280999,9998
1475;0,646165133;0,548659593;;328390,3816;;281099,9999
896;0,817958117;0,549071963;;411710,3224;;281300,0002
2994;0,482320905;0,549071963;;248925,6034;;281300,0002
286;0,540308774;0,549484332;;277049,8358;;281500
931;0,578100085;0,549484332;;295378,6976;;281500
1320;0,43269372;0,549690517;;224856,3195;;281600,0001
786;0,576734424;0,549896701;;294716,3489;;281699,9998
1533;0,454002053;0,549896701;;235190,9035;;281699,9998
1113;0,624985278;0,550102886;;318118,1096;;281799,9999
825;0,563813388;0,550309071;;288449,621;;281900,0001
1817;0,497157127;0,550309071;;256121,2007;;281900,0001
796;0,177134365;0,55072144;;100909,5212;;282099,9998
2249;0,466328382;0,55072144;;241169,1982;;282099,9998
928;0,504268408;0,551752364;;259570,1863;;282600
1510;0,878069282;0,552577103;;440864,3577;;283000,0001
735;0,507285297;0,552783287;;261033,3836;;283099,9998
3281;0,644995391;0,552989472;;327823,0548;;283199,9999
1398;0,530802548;0,553195657;;272439,2974;;283300
1476;0,360446274;0,553195657;;189816,1639;;283300
2967;0,536187172;0,553608026;;275050,8508;;283499,9998
370;0,587357163;0,55463895;;299868,399;;284000
2867;0,446471155;0,554845135;;231538,403;;284100,0002
1305;0,419900328;0,556700797;;218651,4988;;284999,9999
2160;0,783167124;0,556700797;;394836,6214;;284999,9999
2222;0,774898887;0,557525536;;390826,5098;;285400
2757;0,602609575;0,557525536;;307265,849;;285400
3253;0,49124223;0,557525536;;253252,464;;285400
2372;0,533815563;0,557731721;;273900,6156;;285500,0001
1948;0,648473024;0,557937905;;329509,7138;;285599,9998
2177;0,628958225;0,558350275;;320044,9972;;285800,0001
2924;0,529398561;0,558762644;;271758,3607;;285999,9999
1444;0,556319892;0,558968829;;284815,2605;;286100
2199;0,525862575;0,558968829;;270043,4004;;286100
2006;0,386016488;0,559793568;;202217,7687;;286500,0001
3172;0,500460505;0,559793568;;257723,3461;;286500,0001
3323;0,538740218;0,559793568;;276289,0831;;286500,0001
1503;0,418027639;0,559999753;;217743,2412;;286600,0002
102;0,661028326;0,560412122;;335599,06;;286800
903;0,658958852;0,561030676;;334595,3613;;287099,9999
21;0,409267962;0,561855415;;213494,7801;;287500
221;0,856592774;0,561855415;;430448,2088;;287500
377;0,498151898;0,561855415;;256603,667;;287500
1748;0,433992237;0,561855415;;225486,1029;;287500
3125;0,540407419;0,561855415;;277097,6791;;287500
1030;0,372748107;0,562267784;;195782,5773;;287699,9998
1698;0,761594236;0,562267784;;384373,7276;;287699,9998
3083;0,653513253;0,562680154;;331954,2346;;287900,0001
1802;0,508482814;0,563092523;;261614,1817;;288099,9998
154;0,43603614;0,563711077;;226477,3998;;288399,9998
2519;0,655522048;0,564329632;;332928,5046;;288700,0002
3192;0,475221217;0,564742001;;245482,2405;;288900
924;0,592101514;0,564948186;;302169,4187;;289000,0001
2695;0,614785194;0,56556674;;313171,0489;;289300
2169;0,701761425;0,566185294;;355354,6944;;289600
1356;0,729408503;0,566803848;;368763,5826;;289899,9999
1886;0,515696049;0,567010033;;265112,615;;290000
2951;0,642396629;0,567010033;;326562,6498;;290000
1040;0,68035537;0,567422402;;344972,7152;;290199,9998
3397;0,604791224;0,568247141;;308323,9532;;290599,9999
1210;0,68728894;0,568659511;;348335,5105;;290800,0002
1487;0,570283949;0,568659511;;291587,856;;290800,0002
246;0,531761348;0,570102804;;272904,3174;;291500,0001
1157;0,650373518;0,570515173;;330431,4572;;291699,9999
2620;0,70025897;0,571133727;;354626,0011;;291999,9999
1107;0,800401509;0,571958466;;403195,3326;;292399,9999
3071;0,52773571;0,572164651;;270951,8749;;292500,0001
1342;0,59794879;0,57298939;;305005,3589;;292900,0001
2387;0,51759994;0,573195574;;266036,0062;;292999,9998
1821;0,648027718;0,573401759;;329293,7393;;293099,9999
47;0,71784389;0,573607944;;363154,7224;;293200,0001
2831;0,380258858;0,574845052;;199425,3067;;293799,9999
391;0,33853057;0,575051237;;179187,0036;;293900
1644;0,639518321;0,575051237;;325166,6645;;293900
943;0,662920058;0,576906899;;336516,5539;;294799,9998
2041;0,66646564;0,577113084;;338236,1684;;294900
840;0,618206859;0,577731638;;314830,5629;;295199,9999
1117;0,654981196;0,578144008;;332666,19;;295400,0002
556;0,559942245;0,579793485;;286572,1089;;296199,9998
2333;0,628196836;0,579793485;;319675,7216;;296199,9998
2732;0,500828624;0,580618224;;257901,8842;;296599,9999
2925;0,57530719;0,580618224;;294024,138;;296599,9999
1348;0,587245405;0,581236778;;299814,1958;;296899,9998
1355;0,500332117;0,582680071;;257661,0774;;297599,9998
314;0,895766258;0,584123364;;449447,4268;;298299,9998
2229;0,534224212;0,584741919;;274098,8114;;298600,0002
2216;0,517704606;0,585772842;;266086,7693;;299099,9999
3347;0,720302641;0,585979027;;364347,2217;;299200,0001
698;0,442483932;0,586391396;;229604,5919;;299399,9998
987;0,675400674;0,586803766;;342569,6779;;299600,0001
306;0,562634766;0,587628505;;287877,9868;;300000,0002
1354;0,387542397;0,587628505;;202957,8375;;300000,0002
2211;0,573077083;0,587628505;;292942,5312;;300000,0002
2749;0,104251616;0,587628505;;65561,24212;;300000,0002
3130;0,262826234;0,587628505;;142470,2492;;300000,0002
2163;0,481387526;0,588865613;;248472,9128;;300600
1553;0,792461097;0,589690352;;399344,2171;;301000,0001
3276;0,407757223;0,589896537;;212762,0685;;301100,0002
412;0,731567562;0,590308906;;369810,7305;;301300
3297;0,670659065;0,591133645;;340269,988;;301700,0001
2977;0,526984334;0,59133983;;270587,456;;301800,0002
1018;0,69181788;0,593607861;;350532,0553;;302899,9998
2029;0,417734653;0,5944326;;217601,1421;;303299,9999
1960;0,608298004;0,594638785;;310024,7484;;303400
2762;0,490143001;0,594638785;;252719,3358;;303400
2506;0,702063262;0,596082078;;355501,0864;;304100
841;0,466818511;0,596906817;;241406,9117;;304500,0001
362;0,573753655;0,59835011;;293270,6702;;305200,0001
1804;0,649717152;0,59835011;;330113,1182;;305200,0001
3367;0,417764217;0,599174849;;217615,4806;;305600,0001
2582;0,664837599;0,599793403;;337446,5651;;305900
3191;0,436817676;0,600618142;;226856,4464;;306300,0001
2297;0,610352337;0,601030511;;311021,1043;;306499,9999
3140;0,577429414;0,601442881;;295053,4205;;306700,0002
1287;0,576296091;0,602061435;;294503,7568;;307000,0001
1641;0,571544588;0,602061435;;292199,2681;;307000,0001
2861;0,632068157;0,604329467;;321553,3204;;308100,0002
1983;0,611675501;0,604741836;;311662,8413;;308299,9999
13;0,544515908;0,605566575;;279090,3043;;308700
395;0,562890649;0,60577276;;288002,0905;;308800,0001
3202;0,681025147;0,605978944;;345297,5586;;308899,9998
2413;0,550100803;0,607216053;;281798,9898;;309500,0001
972;0,607782722;0,607628422;;309774,8355;;309699,9999
1522;0,910631776;0,608040792;;456657,2326;;309900,0002
1467;0,646768868;0,609690269;;328683,1945;;310699,9998
2657;0,576196432;0,610102639;;294455,422;;310900,0001
290;0,69673568;0,610308823;;352917,1983;;310999,9998
1402;0,665110767;0,611133562;;337579,0522;;311399,9998
1835;0,693189561;0,611958301;;351197,3236;;311799,9999
2536;0,748285711;0,611958301;;377919,0663;;311799,9999
747;0,474608928;0,612164486;;245185,2793;;311900
1870;0,52121067;0,612164486;;267787,2176;;311900
2894;0,523687243;0,613401594;;268988,3605;;312499,9999
2022;0,575667799;0,613813964;;294199,0336;;312700,0002
662;0,534889519;0,614638703;;274421,4866;;313100,0002
1677;0,641487122;0,614638703;;326121,5369;;313100,0002
364;0,344262779;0,615257257;;181967,1362;;313400,0002
2057;0,341006517;0,615257257;;180387,843;;313400,0002
2112;0,525280714;0,615257257;;269761,1969;;313400,0002
3224;0,638778031;0,615257257;;324807,6225;;313400,0002
1;0,50818646;0,616081996;;261470,4493;;313800,0002
922;0,637757897;0,616081996;;324312,8557;;313800,0002
513;0,640847683;0,61628818;;325811,4079;;313899,9999
265;0,760107219;0,616494365;;383652,5215;;314000
2040;0,775326312;0,616906734;;391033,8118;;314199,9998
842;0,712937474;0,618143843;;360775,1009;;314800,0001
276;0,628090799;0,618350027;;319624,2936;;314899,9998
1970;0,528769493;0,619380951;;271453,2617;;315400
1303;0,683214903;0,621648983;;346359,5943;;316500,0001
2655;0,455967456;0,622886091;;236144,1281;;317099,9999
2833;0,650676072;0,624535569;;330578,1961;;317900
1739;0,578203678;0,624947938;;295428,9403;;318099,9998
886;0,755766571;0,625360308;;381547,2983;;318300,0001
1332;0,603536487;0,625360308;;307715,4031;;318300,0001
2495;0,606041312;0,625772677;;308930,2485;;318499,9999
1416;0,540629387;0,625978862;;277205,3339;;318600
2215;0,658325136;0,625978862;;334288,0075;;318600
932;0,615281403;0,627009786;;313411,711;;319100,0002
2753;0,393566191;0,627009786;;205879,3899;;319100,0002
543;0,613367558;0,62721597;;312483,4921;;319199,9999
1887;0,595742762;0,62762834;;303935,4311;;319400,0002
2902;0,639285147;0,62762834;;325053,575;;319400,0002
1256;0,683248222;0,628865448;;346375,7541;;320000
1996;0,399838299;0,628865448;;208921,3745;;320000
2820;0,510025322;0,628865448;;262362,3014;;320000
555;0,528257012;0,629896372;;271204,7075;;320500,0002
600;0,562082946;0,630102556;;287610,3531;;320599,9999
681;0,51414758;0,630514926;;264361,6044;;320800,0001
2077;0,478992075;0,631339665;;247311,1142;;321200,0002
3093;0,755819917;0,632164403;;381573,1713;;321599,9998
201;0,2060875;0,632782958;;114951,8496;;321900,0002
2370;0,719756603;0,633401512;;364082,3921;;322200,0001
406;0,658001959;0,633607696;;334131,2663;;322299,9998
2780;0,282109469;0,633813881;;151822,6568;;322399,9999
757;0,746328771;0,634226251;;376969,9466;;322600,0002
1273;0,701189339;0,634844805;;355077,2319;;322900,0001
502;0,494092882;0,635257174;;254635,0358;;323099,9999
3159;0,666493714;0,635257174;;338249,7842;;323099,9999
1612;0,668460011;0,635669544;;339203,4425;;323300,0002
2168;0,676549077;0,636700467;;343126,6555;;323799,9999
1955;0,65146476;0,637112837;;330960,7117;;324000,0002
2072;0,744679093;0,638349945;;376169,8496;;324600
1799;0,456591606;0,639174684;;236446,8422;;325000,0001
1432;0,488093108;0,639587053;;251725,1335;;325199,9999
203;0,588585913;0,640205607;;300464,3451;;325499,9998
2391;0,465931028;0,641030346;;240976,4805;;325899,9999
2869;0,8451913;0,641030346;;424918,4708;;325899,9999
693;0,690201521;0,641442716;;349748,118;;326100,0001
1819;0,534330487;0,641442716;;274150,355;;326100,0001
1833;0,462176114;0,641442716;;239155,3398;;326100,0001
3009;0,699299157;0,642679824;;354160,4896;;326700
1166;0,633414984;0,643916932;;322206,5339;;327299,9999
2835;0,615573943;0,643916932;;313553,5933;;327299,9999
2085;0,783930659;0,645360225;;395206,9376;;327999,9998
792;0,701884985;0,647215888;;355414,6215;;328900,0001
566;0,585313737;0,647628257;;298877,3333;;329099,9999
1896;0,768746376;0,648246811;;387842,5299;;329399,9998
496;0,810211003;0,648452996;;407952,9568;;329500
2878;0,719248652;0,648452996;;363836,0349;;329500
1421;0,436641037;0,648865366;;226770,7765;;329700,0002
1024;0,384422094;0,64948392;;201444,4843;;330000,0002
942;0,570125222;0,650102474;;291510,873;;330300,0001
2553;0,606637836;0,650308659;;309219,5635;;330400,0002
1795;0,694721699;0,650721028;;351940,4133;;330600
1134;0,498608112;0,651133397;;256824,9317;;330799,9998
1808;0,813849151;0,651751952;;409717,466;;331100,0002
2452;0,633121192;0,651958136;;322064,0446;;331199,9999
1080;0,451499373;0,652164321;;233977,0988;;331300
1779;0,587486744;0,652164321;;299931,2458;;331300
1435;0,406453073;0,652782875;;212129,5533;;331599,9999
1064;0,651558459;0,653401429;;331006,1556;;331899,9999
1854;0,606038094;0,653607614;;308928,6875;;332000
1763;0,591172159;0,654226168;;301718,6793;;332299,9999
1254;0,634554029;0,654432353;;322758,9729;;332400,0001
554;0,610160589;0,654638538;;310928,1061;;332500,0002
911;0,509182513;0,654844722;;261953,5371;;332599,9999
1760;0,55936259;0,654844722;;286290,975;;332599,9999
1825;0,801062644;0,656288015;;403515,9842;;333299,9999
2104;0,415035099;0,656288015;;216291,853;;333299,9999
3058;0,615210652;0,656700385;;313377,3968;;333500,0001
1439;0,686954021;0,657112754;;348173,0743;;333699,9999
1120;0,660034895;0,657318939;;335117,2441;;333800,0001
3156;0,641447902;0,657318939;;326102,5152;;333800,0001
802;0,720101357;0,657937493;;364249,5981;;334100
2821;0,485859126;0,657937493;;250641,6478;;334100
869;0,895570755;0,658762232;;449352,6073;;334500
2915;0,76036483;0,659586971;;383777,4635;;334900,0001
1151;0,504682064;0,659793155;;259770,8104;;334999,9998
1415;0,496391714;0,659793155;;255749,9739;;334999,9998
852;0,751565456;0,65999934;;379509,7495;;335099,9999
1634;0,853839934;0,65999934;;429113,0756;;335099,9999
1389;0,898479879;0,660205525;;450763,5382;;335200
1885;0,494441956;0,660617894;;254804,3377;;335399,9998
2842;0,873399913;0,660824079;;438599,7048;;335500
350;0,545376062;0,661236449;;279507,481;;335700,0002
2533;0,714773118;0,661648818;;361665,392;;335900
535;0,676511884;0,661855003;;343108,6166;;336000,0002
2824;0,564157903;0,662267372;;288616,7114;;336200
2478;0,777537167;0,662679742;;392106,0811;;336400,0002
716;0,688575208;0,662885926;;348959,3531;;336499,9999
3120;0,685261548;0,662885926;;347352,2211;;336499,9999
912;0,60925138;0,663298296;;310487,1378;;336700,0002
3249;0,636282146;0,663710665;;323597,1134;;336899,9999
2691;0,714584589;0,664329219;;361573,9548;;337199,9999
1493;0,794442356;0,664535404;;400305,1314;;337300
1899;0,575813472;0,664947773;;294269,6857;;337499,9998
3250;0,680992246;0,664947773;;345281,6011;;337499,9998
2427;0,623197973;0,665566328;;317251,2632;;337800,0002
3124;0,588072956;0,66742199;;300215,5596;;338700
1864;0,713261008;0,667628175;;360932,0155;;338800,0001
3087;0,859708726;0,668040544;;431959,4517;;338999,9999
2176;0,624049067;0,668452914;;317664,0458;;339200,0002
34;0,488858759;0,668659098;;252096,476;;339299,9998
33;0,544293463;0,668865283;;278982,4183;;339400
405;0,753496289;0,669071468;;380446,2073;;339500,0001
12;0,745170712;0,670308576;;376408,2859;;340100
654;0,778519154;0,67092713;;392582,3465;;340399,9999
2100;0,591057241;0,67092713;;301662,944;;340399,9999
3301;0,671134949;0,671133315;;340500,7924;;340500
1649;0,50972265;0,6713395;;262215,5047;;340600,0002
646;0,634352863;0,671545684;;322661,4072;;340699,9998
3238;0,847668171;0,671545684;;426119,7582;;340699,9998
2839;0,738089979;0,672576608;;372974,1158;;341200
3017;0,41419673;0,672576608;;215885,2423;;341200
3211;0,697466671;0,672576608;;353271,7306;;341200
2777;0,620701909;0,673195162;;316040,6673;;341500
108;0,775253236;0,673607532;;390998,3701;;341700,0002
1551;0,566145718;0,673607532;;289580,8056;;341700,0002
1466;0,790331185;0,673813716;;398311,2053;;341799,9999
2865;0,756234109;0,674019901;;381774,0555;;341900
733;0,867635369;0,674638455;;435803,8894;;342200
3075;0,597601116;0,675050825;;304836,7363;;342400,0002
387;0,750832379;0,676287933;;379154,2054;;343000,0001
3208;0,774715185;0,676494118;;390737,4142;;343100,0002
2671;0,767886758;0,677112672;;387425,6133;;343400,0001
223;0,744180679;0,67834978;;375928,1178;;344000
2453;0,719509125;0,678762149;;363962,3645;;344199,9998
937;0,770397007;0,679586888;;388643,0894;;344599,9999
3274;0,5779109;0,679586888;;295286,9424;;344599,9999
91;0,794330537;0,680205442;;400250,8993;;344899,9998
1597;0,903078318;0,680823997;;452993,7902;;345200,0002
2604;0,418996602;0,681030181;;218213,1901;;345299,9998
253;0,812590778;0,681236366;;409107,1525;;345400
3101;0,750981927;0,681442551;;379226,7365;;345500,0001
973;0,280623972;0,682061105;;151102,1879;;345800
1349;0,668571413;0,682061105;;339257,4722;;345800
3260;0,62828362;0,68226729;;319717,8122;;345900,0002
798;0,699826062;0,682473474;;354416,0396;;345999,9998
106;0,61178714;0,682885844;;311716,9867;;346200,0001
168;0,74042654;0,683916767;;374107,3529;;346699,9998
3006;0,67177254;0,68536006;;340810,0253;;347399,9998
1535;0,701435447;0,68577243;;355196,5945;;347600,0001
2095;0,555960298;0,686184799;;284640,8562;;347799,9999
575;0,571596086;0,686803353;;292224,2449;;348099,9998
1971;0,692101359;0,687009538;;350669,5435;;348199,9999
3060;0,730154574;0,687009538;;369125,4287;;348199,9999
875;0,669175148;0,687834277;;339550,2851;;348600
1745;0,719337046;0,688040462;;363878,9061;;348700,0002
2782;0,726278901;0,688659016;;367245,7196;;349000,0001
149;0,784916937;0,688865201;;395685,2844;;349100,0002
3085;0,723847866;0,688865201;;366066,6627;;349100,0002
38;0,49092415;0,68927757;;253098,1945;;349300
399;0,491770178;0,690720863;;253508,5199;;350000
426;0,37981534;0,690720863;;199210,1996;;350000
760;0,362224311;0,690720863;;190678,5151;;350000
767;0,556768179;0,690720863;;285032,6803;;350000
1009;0,512885332;0,690720863;;263749,4118;;350000
1583;0,601326883;0,690720863;;306643,7408;;350000
1797;0,401426554;0,690720863;;209691,6814;;350000
1926;0,456631601;0,690720863;;236466,2397;;350000
2873;0,522148073;0,690720863;;268241,8596;;350000
3097;0,655620098;0,690720863;;332976,0588;;350000
3188;0,807187915;0,690720863;;406486,7531;;350000
262;0,84496057;0,691545602;;424806,5665;;350400,0001
1088;0,655239642;0,691751787;;332791,5367;;350500,0002
538;0,840091348;0,691957971;;422444,9838;;350599,9999
1685;0,564102232;0,691957971;;288589,7109;;350599,9999
606;0,718363822;0,692164156;;363406,8902;;350700
2501;0,661749959;0,692576525;;335949,0536;;350899,9998
2048;0,913007796;0,69319508;;457809,607;;351200,0002
701;0,882595897;0,693607449;;443059,7751;;351400
1586;0,620476007;0,693813634;;315931,1046;;351500,0001
1613;0,616077483;0,694019818;;313797,8113;;351599,9998
2668;0,816433311;0,694019818;;410970,7885;;351599,9998
1352;0,663609862;0,695256927;;336851,1104;;352200,0001
2768;0,811488271;0,69628785;;408572,4343;;352699,9998
2171;0,77518183;0,696494035;;390963,7379;;352800
2794;0,473174363;0,69670022;;244489,5126;;352900,0001
2683;0,53821522;0,697731143;;276034,4581;;353399,9998
1501;0,716140687;0,698143513;;362328,6657;;353600,0001
2641;0,804612339;0,698143513;;405237,5934;;353600,0001
2795;0,500999212;0,698143513;;257984,6199;;353600,0001
1135;0,707658768;0,698968252;;358214,9177;;354000,0002
593;0,870331824;0,699586806;;437111,6752;;354300,0001
2098;0,541753471;0,699792991;;277750,5169;;354400,0002
2520;0,67307657;0,699792991;;341442,4826;;354400,0002
781;0,747452497;0,699999175;;377514,9562;;354499,9999
2864;0,905949712;0,702679577;;454386,4221;;355800,0002
1881;0,714290082;0,703091946;;361431,1186;;356000
707;0,887095988;0,703298131;;445242,3283;;356100,0001
2011;0,69285059;0,704535239;;351032,9217;;356700
2859;0,73490423;0,704947608;;371429,0212;;356899,9998
3392;0,676717401;0,705153793;;343208,2927;;356999,9999
296;0,741039336;0,705359978;;374404,5599;;357100
3092;0,599814177;0,705359978;;305910,0753;;357100
2895;0,599532545;0,705772347;;305773,4832;;357299,9998
2172;0,575628698;0,706184717;;294180,0697;;357500,0001
130;0,580173433;0,706390901;;296384,2753;;357599,9998
3079;0,76084882;0,706390901;;384012,1995;;357599,9998
1680;0,755990267;0,70721564;;381655,7914;;357999,9998
2786;0,557458937;0,70721564;;285367,6994;;357999,9998
1441;0,747411549;0,70762801;;377495,0961;;358200,0001
3394;0,798242509;0,708246564;;402148,2135;;358500
3152;0,725131214;0,708865118;;366689,0889;;358800
328;0,595483482;0,709277488;;303809,6797;;359000,0002
388;0,502139449;0,709483672;;258537,6371;;359099,9999
2834;0,637235403;0,710514596;;324059,445;;359600,0001
2484;0,62344569;0,711339335;;317371,4064;;360000,0002
1566;0,803358018;0,711545519;;404629,2456;;360099,9998
1969;0,813873172;0,712370258;;409729,1161;;360499,9999
1978;0,581110477;0,712576443;;296838,7438;;360600
1249;0,602086604;0,712782628;;307012,2069;;360700,0001
2928;0,774686754;0,714225921;;390723,6249;;361400,0001
986;0,612034559;0,714844475;;311836,9853;;361700,0001
992;0,418058723;0,714844475;;217758,3169;;361700,0001
885;0,904062986;0,715875398;;453471,3565;;362199,9998
358;0,659552038;0,716493953;;334883,0574;;362500,0002
2677;0,537390172;0,716493953;;275634,3084;;362500,0002
3048;0,660503268;0,716493953;;335344,4061;;362500,0002
1338;0,903165281;0,718761984;;453035,9675;;363599,9998
1590;0,833842397;0,721030016;;419414,2301;;364699,9998
940;0,59999907;0,721236201;;305999,749;;364800
975;0,901402533;0,722885679;;452181,0313;;365600,0001
90;0,923083782;0,723504233;;462696,4805;;365900
341;0,652632058;0,723710418;;331526,8532;;366000,0002
236;0,781513751;0,723916602;;394034,732;;366099,9998
1594;0,831434965;0,724122787;;418246,621;;366199,9999
894;0,959501982;0,724328972;;480359,3801;;366300,0001
1987;0,74685365;0,725153711;;377224,5138;;366700,0001
985;0,48182705;0,72597845;;248686,0831;;367100,0002
611;0,589189589;0,726597004;;300757,1291;;367400,0001
3015;0,618563175;0,727215558;;315003,3771;;367700,0001
1921;0,581293881;0,728658851;;296927,6948;;368400,0001
76;0,791383028;0,729277405;;398821,3514;;368700
2491;0,80981946;0,729689774;;407763,0577;;368899,9998
2092;0,656270742;0,730308329;;333291,6226;;369200,0002
836;0,5977754;0,730514513;;304921,2644;;369299,9998
2439;0,857181847;0,731339252;;430733,9102;;369699,9999
